Row ID,Order ID,City,Customer Bdate,Customer Name,Customer Segment,Discount,Order Date,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price,Zip Code
6199,43909,Las Vegas,1965,Chloris Kastensmidt,Consumer,0.08,2018-01-07,High,46,0.37,Office Supplies,Small Box,"GBC Pre-Punched Binding Paper. Plastic. White. 8-1/2"" x 11""",Binders and Binder Accessories,-199.134,West,737.25,2012-01-08,Regular Air,13.18,Nevada,15.99,89115
450,3073,Franklin Square,1962,Jasper Cacioppo,Home Office,0.05,2018-01-07,Medium,3,0.4,Office Supplies,Small Box,Avery Reinforcements for Hole-Punch Pages,Binders and Binder Accessories,-11.5805,East,10.58,2012-01-08,Regular Air,4.77,New York,1.98,11010
451,3073,Franklin Square,1959,Jasper Cacioppo,Home Office,0.07,2018-01-07,Medium,3,0.41,Technology,Large Box,Canon PC1060 Personal Laser Copier,Copiers and Fax,-2314.74,East,2119.67,2012-01-08,Express Air,24.49,New York,699.99,11010
452,3073,Franklin Square,1961,Jasper Cacioppo,Home Office,0.07,2018-01-07,Medium,7,0.39,Technology,Large Box,Polycom ViewStation™ ISDN Videoconferencing Unit,Office Machines,102.61,East,45923.76,2012-01-08,Regular Air,24.49,New York,6783.02,11010
4540,32295,Norman,1963,Pauline Chand,Small Business,0.07,2018-01-07,High,11,0.58,Technology,Small Box,i1000,Telephones and Communication,-112.244,Central,607.597,2012-01-08,Regular Air,5.99,Oklahoma,65.99,73071
2538,18405,Lubbock,1965,George Ashbrook,Consumer,0.09,2018-01-07,Medium,30,0.37,Office Supplies,Small Box,Premium Transparent Presentation Covers by GBC,Binders and Binder Accessories,60.2735,Central,610.65,2012-01-09,Express Air,8.83,Texas,20.98,79424
2539,18405,Lubbock,1967,George Ashbrook,Consumer,0.03,2018-01-07,Medium,2,0.65,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,-263.09,Central,158.04,2012-01-10,Regular Air,14.52,Texas,73.98,79424
4778,33923,Fresno,1969,Benjamin Venier,Small Business,0.05,2018-01-07,Low,34,0.58,Technology,Small Box,i1000,Telephones and Communication,425.754,West,1961.7915,2012-01-11,Regular Air,5.99,California,65.99,93727
5733,40704,Brunswick,1971,Julie Kriz,Corporate,0.01,2018-01-07,Low,6,0.56,Office Supplies,Wrap Bag,Newell 310,Pens & Art Supplies,-2.06,East,11.57,2012-01-12,Regular Air,0.7,Maine,1.76,4011
612,4193,Garfield Heights,1973,Sandra Flanagan,Home Office,0.03,2018-01-08,High,3,0.44,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,64.25,East,75.77,2012-01-08,Regular Air,8.99,Ohio,22.72,44125
611,4193,Garfield Heights,1975,Sandra Flanagan,Home Office,0.07,2018-01-08,High,16,0.39,Office Supplies,Small Box,Avery 491,Labels,14.42,East,64.29,2012-01-08,Regular Air,0.99,Ohio,4.13,44125
4234,30083,Myrtle Beach,1977,Luke Schmidt,Home Office,0.07,2018-01-08,Not Specified,23,0.58,Office Supplies,Small Box,Acco 6 Outlet Guardian Premium Surge Suppressor,Appliances,20.43,South,324.28,2012-01-09,Regular Air,3.5,South Carolina,14.56,29577
998,7203,Edmonds,1979,Ruben Dartt,Corporate,0.03,2018-01-08,High,25,0.38,Office Supplies,Small Box,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,9296.348,West,21752.01,2012-01-10,Regular Air,19.99,Washington,896.99,98026
4451,31715,Pasadena,1981,Mark Haberlin,Small Business,0.05,2018-01-09,Not Specified,44,0.56,Office Supplies,Wrap Bag,Newell 337,Pens & Art Supplies,-116.87,West,145.19,2012-01-09,Regular Air,3.97,California,3.28,91104
2571,18561,Lawton,1983,Joni Blumstein,Home Office,0.02,2018-01-09,Not Specified,9,0.39,Office Supplies,Small Box,Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters. on Rolls. White. 250/Roll,Labels,-38.9,Central,45.87,2012-01-10,Regular Air,6.89,Oklahoma,4.13,73505
4450,31715,Pasadena,1985,Mark Haberlin,Small Business,0.01,2018-01-09,Not Specified,11,0.36,Office Supplies,Small Box,"Acco PRESSTEX® Data Binder with Storage Hooks. Dark Blue. 9 1/2"" X 11""",Binders and Binder Accessories,-53.8545,West,68.5,2012-01-10,Regular Air,7.57,California,5.38,91104
1173,8576,Gilroy,1987,Cynthia Voltz,Corporate,0,2018-01-09,High,43,0.59,Office Supplies,Small Pack,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Pens & Art Supplies,-164.25,West,541.45,2012-01-11,Express Air,8.99,California,11.66,95020
8161,58343,Plainfield,1989,Yana Sorensen,Corporate,0.07,2018-01-09,Not Specified,39,0.4,Office Supplies,Wrap Bag,Acco® Hot Clips™ Clips to Go,Rubber Bands,11.32,East,121.87,2012-01-11,Regular Air,1.35,New Jersey,3.29,7060
4449,31715,Augusta,1991,Mark Haberlin,Small Business,0.09,2018-01-09,Not Specified,24,0.59,Office Supplies,Wrap Bag,Newell 339,Pens & Art Supplies,-4.09,East,64.11,2012-01-11,Regular Air,0.97,Maine,2.78,4330
5666,40097,Madison,1993,Olvera Toch,Home Office,0.1,2018-01-09,Low,47,0.58,Office Supplies,Wrap Bag,12 Colored Short Pencils,Pens & Art Supplies,-71,Central,117.88,2012-01-14,Regular Air,2.4,Wisconsin,2.6,53711
6627,47138,King of Prussia,1995,Benjamin Patterson,Corporate,0.04,2018-01-09,Low,1,0.59,Technology,Small Box,M70,Telephones and Communication,-506.308,East,107.95,2012-01-16,Regular Air,8.99,Pennsylvania,125.99,19406
7731,55367,East Lansing,1997,Kristina Nunn,Consumer,0.05,2018-01-10,Critical,31,0.56,Furniture,Jumbo Box,Hon Metal Bookcases. Putty,Bookcases,-686.01,Central,2137.1,2012-01-11,Delivery Truck,46.74,Michigan,70.98,48823
2046,14596,Denton,1996,Darren Powers,Corporate,0.06,2018-01-10,Critical,19,0.56,Office Supplies,Wrap Bag,Newell 337,Pens & Art Supplies,-53.75,Central,63.14,2012-01-11,Regular Air,3.97,Texas,3.28,76201
6273,44391,Lehi,1995,Ann Steele,Corporate,0.02,2018-01-10,Not Specified,16,0.37,Office Supplies,Small Box,Xerox 1996,Paper,-85.23,West,112.81,2012-01-11,Regular Air,9.17,Utah,6.48,84043
4787,33988,Pittsburgh,1994,Rob Haberlin,Consumer,0,2018-01-10,Medium,30,0.79,Technology,Small Pack,Imation 3.5. DISKETTE 44766 HGHLD3.52HD/FM. 10/Pack,Computer Peripherals,-128.47,East,164.78,2012-01-11,Regular Air,5.14,Pennsylvania,5.02,15122
4073,28999,Essex Junction,1993,Giulietta Dortch,Corporate,0.02,2018-01-10,High,34,0.45,Technology,Small Pack,Imation Neon 80 Minute CD-R Spindle. 50/Pack,Computer Peripherals,420.05,East,1177.5,2012-01-11,Regular Air,1.99,Vermont,33.98,5451
2045,14596,Denton,1992,Darren Powers,Corporate,0.01,2018-01-10,Critical,24,0.43,Furniture,Wrap Bag,Document Clip Frames,Office Furnishings,73.33,Central,199.12,2012-01-12,Regular Air,0.96,Texas,8.34,76201
3965,28290,Hazelwood,1991,Maria Bertelson,Home Office,0.01,2018-01-10,Low,3,0.66,Office Supplies,Small Box,Fellowes Super Stor/Drawer® Files,Storage & Organization,-179.36,Central,523.58,2012-01-12,Express Air,19.99,MO,161.55,63042
7732,55367,East Lansing,1990,Kristina Nunn,Consumer,0.05,2018-01-10,Critical,48,0.55,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,129.87,Central,571.17,2012-01-12,Regular Air,2.36,Michigan,11.55,48823
4425,31553,Minnetonka,1989,Sean Wendt,Corporate,0.09,2018-01-10,Critical,32,0.39,Office Supplies,Small Box,Multimedia Mailers,Envelopes,1907.94,Central,4906.85,2012-01-12,Regular Air,19.99,Minnesota,162.93,55345
3964,28290,Hazelwood,1988,Maria Bertelson,Home Office,0.05,2018-01-10,Low,43,0.74,Technology,Small Box,Fellowes Internet Keyboard. Platinum,Computer Peripherals,-154.24,Central,1307.35,2012-01-14,Express Air,8.65,MO,30.42,63042
2775,20037,Pleasure Ridge Park,1987,Michelle Moray,Corporate,0.02,2018-01-10,Low,35,0.42,Furniture,Small Box,Deflect-o SuperTray™ Unbreakable Stackable Tray. Letter. Black,Office Furnishings,339.58,South,1009.42,2012-01-15,Regular Air,8.55,Kentucky,29.18,40258
2776,20037,Pleasure Ridge Park,1986,Michelle Moray,Corporate,0.03,2018-01-10,Low,49,0.57,Technology,Jumbo Drum,Panasonic KX-P3200 Dot Matrix Printer,Office Machines,4913.16,South,15137.11,2012-01-15,Delivery Truck,14.7,Kentucky,297.64,40258
4758,33797,Trenton,1985,Bradley Drucker,Small Business,0.03,2018-01-11,Not Specified,18,0.36,Office Supplies,Small Box,Xerox 188,Paper,30.53,East,216.87,2012-01-11,Regular Air,5.01,New Jersey,11.34,8601
4754,33797,Bellingham,1984,Bradley Drucker,Small Business,0.08,2018-01-11,Not Specified,20,0.57,Technology,Jumbo Drum,Panasonic KX-P3200 Dot Matrix Printer,Office Machines,653.68,East,4531.34,2012-01-11,Delivery Truck,14.7,MA,297.64,2019
4755,33797,Beverly,1983,Bradley Drucker,Small Business,0.02,2018-01-11,Not Specified,44,0.73,Furniture,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Office Furnishings,-449.04,East,574.5,2012-01-12,Regular Air,14.37,MA,12.99,1915
4756,33797,Hanson,1982,Bradley Drucker,Small Business,0.06,2018-01-11,Not Specified,18,0.52,Office Supplies,Medium Box,Holmes Odor Grabber,Appliances,-22.37,East,262.94,2012-01-12,Regular Air,6.75,MA,14.42,2341
2726,19655,Springfield,1981,Alan Barnes,Corporate,0.06,2018-01-11,High,31,0.51,Technology,Small Pack,Verbatim DVD-R 4.7GB authoring disc,Computer Peripherals,304.42,Central,1143.45,2012-01-12,Regular Air,1.99,Illinois,39.24,62701
4757,33797,Hawthorne,1980,Bradley Drucker,Small Business,0.05,2018-01-11,Not Specified,29,0.49,Furniture,Small Box,Eldon Image Series Black Desk Accessories,Office Furnishings,-103.78,East,138.17,2012-01-13,Express Air,6.6,New Jersey,4.14,7506
3040,21830,Lebanon,1979,Andy Gerbode,Consumer,0.08,2018-01-11,Low,19,0.56,Technology,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,Office Machines,906.8,South,6991.65,2012-01-18,Delivery Truck,12.06,Tennessee,399.98,37087
2855,20549,Florence,1978,Cindy Schnelling,Corporate,0.09,2018-01-12,Not Specified,40,0.67,Office Supplies,Small Box,Fellowes Super Stor/Drawer®,Storage & Organization,-568.71,South,1030.09,2012-01-13,Regular Air,19.99,Kentucky,27.75,41042
1024,7461,Englewood,1977,Greg Matthias,Home Office,0.05,2018-01-12,Low,12,0.55,Furniture,Jumbo Drum,Global Leather Executive Chair,Chairs & Chairmats,593.79,West,4080.3,2012-01-14,Delivery Truck,39,Colorado,350.99,80112
6123,43362,Gaithersburg,1976,Rick Reed,Consumer,0.04,2018-01-12,Critical,33,0.35,Office Supplies,Wrap Bag,Prang Dustless Chalk Sticks,Pens & Art Supplies,2.72,East,58.48,2012-01-14,Regular Air,1,Maryland,1.68,20877
3901,27813,Fort Thomas,1975,Liz Price,Consumer,0.1,2018-01-12,Medium,10,0.74,Technology,Small Box,Targus USB Numeric Keypad,Computer Peripherals,-131.03,South,401.14,2012-01-14,Regular Air,6.5,Kentucky,40.98,41075
6122,43362,Gaithersburg,1974,Rick Reed,Consumer,0.03,2018-01-12,Critical,45,0.61,Furniture,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs & Chairmats,4276.73,East,15963.09,2012-01-15,Delivery Truck,30,Maryland,350.98,20877
5327,37862,Springfield,1973,Guy Thornton,Corporate,0.01,2018-01-12,Not Specified,27,0.57,Office Supplies,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Appliances,452.49,Central,1603.27,2012-01-15,Regular Air,3.99,MO,59.98,65807
1025,7461,Englewood,1972,Greg Matthias,Home Office,0,2018-01-12,Low,28,0.38,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,111.4,West,260.79,2012-01-16,Regular Air,1.39,Colorado,8.74,80112
1026,7461,Englewood,1971,Greg Matthias,Home Office,0.02,2018-01-12,Low,44,0.83,Office Supplies,Wrap Bag,Brites Rubber Bands. 1 1/2 oz. Box,Rubber Bands,-16.72,West,90.35,2012-01-16,Regular Air,0.7,Colorado,1.98,80112
7241,51623,College Park,1970,Michelle Huthwaite,Home Office,0.06,2018-01-13,Critical,17,0.43,Furniture,Small Box,Eldon® Wave Desk Accessories,Office Furnishings,-66.58,East,39.23,2012-01-13,Regular Air,5.33,Maryland,2.08,20740
1895,13602,Manteca,1969,Brian Stugart,Corporate,0.02,2018-01-13,Low,13,0.37,Office Supplies,Small Box,Xerox 1910,Paper,267.67,West,660.99,2012-01-13,Regular Air,5.09,California,48.04,95336
3582,25541,Pembroke Pines,1968,Mike Gockenbach,Consumer,0.07,2018-01-13,Low,50,0.36,Office Supplies,Small Box,Xerox 1903,Paper,-111.34,South,297.76,2012-01-15,Regular Air,5.79,Florida,5.98,33024
1894,13602,Manteca,1967,Brian Stugart,Corporate,0.03,2018-01-13,Low,3,0.56,Technology,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,-377.9019,West,445.34,2012-01-18,Delivery Truck,17.85,California,145.45,95336
6200,43911,Post Falls,1966,Tamara Manning,Corporate,0.06,2018-01-14,Medium,29,0.6,Furniture,Large Box,Telescoping Adjustable Floor Lamp,Office Furnishings,-53.89,West,577.89,2012-01-14,Regular Air,11.17,Idaho,19.99,83854
4291,30567,Germantown,1965,Toby Swindell,Small Business,0.1,2018-01-14,Not Specified,14,0.58,Office Supplies,Jumbo Drum,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Appliances,-368.02,South,2690.84,2012-01-14,Delivery Truck,68.02,Tennessee,208.16,38138
4876,34691,Allentown,1964,Clytie Kelty,Small Business,0.02,2018-01-14,Critical,23,0.56,Technology,Jumbo Drum,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,1425.11,East,7202.94,2012-01-14,Delivery Truck,26.53,Pennsylvania,306.14,18103
